NAME	hepatocyte	hepatic_stellate_sinusoid	kupffer	NK	plasmacytoid_dendritic_cell	b_cell	myeloid_leukocyte
Isg20	1	1	1	1	1	720.00686237904	1
Isoc1	1	1	1	1	1	1	237.647467970859
Isy1	1	1	1	129.650582247529	1	1	1
Itfg3	1	1	211.591580277714	1	1	1	75.0966114150263
Itga1	1	330.50990054052	1	1	1	1	1
Itga8	1	897.656735128232	1	1	1	1	1
Itga9	1	3869.77949715227	3399.72571334303	1	1	1	1
Itgad	1	1	1	1	2319.90607670315	1	1
Itgae	1	1	1	1	1	1	6064.95278469652
Itgam	1	1	1	1	1	1	112.321047425528
Itgav	1	1	134.564016142033	1	1	1	1
Itgax	1	1	1	1	121.795976754791	1	909.467384756235
Itgb5	1	1	235.593224570644	1	1	1	177.336614128554
Itih1	4511.27231609077	1	1	1	1	1	1
Itih2	4377.40862225503	1	1	1	1	1	1
Itih3	4423.56996292135	1	1	1	1	1	1
Itk	1	1	1	1199.69302894382	1	1	1
Itpk1	1	1	1	284.275036196437	1	1	191.590948192885
Itpr2	1	1	1	1	57.9108043589826	195.210521822007	1
Itpripl1	1	1	93.1541615010568	1	1	1	288.376735630125
Itsn1	1	260.780425364549	757.155251586325	1	216.83914738169	1	1
Iws1	1	1	1	1	114.367017555993	1	1
Izumo4	1	1	1	456.682108384654	67.0277893136857	1	1
Jak3	1	1	1	420.99720633495	1	1	1
Jakmip1	1	1	1	364.428482807866	86.1458006847573	1	1
Jam2	1	391.973476028353	1	1	1	1	1
Jdp2	1	1	1233.48193030755	1	1	1	1
Kazn	1	345.405290727509	1	1	1	1	1
Kbtbd11	1	1	1	455.546197389679	1	1	1
Kcna2	1	1	9290.97643982474	1	1	1	1
Kcnb1	1	2118.75598619284	1	1	1	1	1
Kcng2	1	1	7262.27620008031	1	1	1	1
Kcnj10	1	1	1828.71101164188	1	1	1	1
Kcnk13	1	1	3218.99206492997	1	1	1	1
Kcnk6	1	1864.82648181069	1522.32438345482	1	1	1	155.874904587524
Kcnmb4	1	1	1	1	1	6418.29504010051	1
Kcnn2	760.021548959199	1	1	1	1	1	1
Kcnq1	1	2320.81111890194	1	1	1	1	1
Kctd12b	1	895.289439015346	1	1	1	1	1
Kctd14	1	1	1	1	118.038203260275	1	1
Kctd18	1	1	1	1	308.244451545611	1	1
Kctd20	1	1	1	1	98.8077438133806	1	1
Kdm1b	1	1	1	1	298.232815312002	1	1
Kdm2b	1	1	1	1	1	1	206.200576023779
Kdm3b	1	1	1	1	1	1	141.560843190455
Kdr	1	2058.34389002435	1	1	1	1	1
Khdrbs3	1	1263.09602374527	1	1	1	1	1
Kif21b	1	1	1	318.08043032036	1	1	1
Kif3b	1	1	1	1	1	1	197.777640267497
Kit	1	5693.75502329289	1	1	1	1	1
Klb	1377.08817772618	1	1	1	1	1	1
Klf10	1	1	1	1	1	1	131.413854875009
Klhl18	1	1	1	1	203.576979078442	1	719.633554437398
Klk1	1	1	1	1	3498.4636029722	1	1
Klk1b27	1	1	1	1	13584.3428932374	1	1
Klk8	1	1	1	488.778482384813	1	1	1
Klkb1	3688.27133671212	1	1	1	1	1	1
Klra17	1	1	1	1	10047.6221596513	1	1
Klra2	1	1	469.412929436181	1	1	1	957.457178137595
Klra3	1	1	1	3918.94235332376	1	1	1
Klra7	1	1	1	2542.30592741056	1	1	1
Klra9	1	1	1	4296.83247850733	1	1	1
Klraq1	1	1	1	1	1	1	143.787900624889
Klrb1a	1	1	1	3580.55640688911	1	1	1
Klrb1b	1	1	1	5679.19836924434	1	1	1
Klrb1c	1	1	1	9530.05167718115	1	1	1
Klrb1f	1	1	1	3417.75074767009	1	1	1
Klrd1	1	1	1	2583.56202495583	320.682590839047	1	500.266848853068
Klre1	1	1	1	7233.93751957191	1	1	1
Klrk1	1	1	89.3126582540342	4183.95464929336	1	1	318.320983957964
Kmo	99.5149598618255	1	1	1	2824.68880929964	1	320.718028619889
Kynu	283.153401750083	1	1	1	1183.89866083855	1	1
L3mbtl3	1	1	1	1	731.292203552753	1	1
LOC100038947	1	1	1	1	1	1	760.716902831819
Lag3	1	1	1	303.021588083833	3163.63144385051	499.363623047494	1
Lair1	1	1	563.369101514182	1	2742.00422705343	1	276.40891494408
Lat	1	1	1	522.467495394263	1	1	1
Lax1	1	1	1	640.102555428888	1	1135.10186950963	1
Lbx2	1	2593.42472346659	1	1	1	1	1
Lcat	3726.50716664189	1	1	1	1	1	1
Lck	1	1	1	565.142183448366	1	1	1
Ldb2	1	338.786536471907	1	1	1	1	1
Leap2	4643.62566525501	1	1	1	1	1	1
Lect2	1909.66994690779	1	1	1	1	1	1
Lefty1	1	1	1	1	4689.31306412614	1	1
Leng9	1	1	1	1	217.697304617041	1	1
Lhfpl2	1	2466.54179957033	1	1	1	1	1
Lhx6	262.832282620313	2828.19291424341	1	1	1	1	1
Lifr	34.6522987395301	1353.159045779	1	1	253.137790773777	1	1
Lilra5	1	1	6338.17316033867	1	1	1	2109.02429846591
Lilra6	1	1	1	1	1	1	316.535585085729
Lilrb4	1	1	221.157158927347	1	1	1	289.113021654252
Lime1	1	1	1	600.986330566745	1	1	1
Lipc	419.671013453305	1	1	1	1	1165.51009476634	1
Lix1l	1	478.026112789305	1	1	1	1	1
Lnpep	1	1	1	1	1	1	183.923913357695
Lnx2	1	469.8808405772	1	1	1	1	1
Lonrf1	1	517.109538585394	1	1	1	1	1
Lpcat2	1	1	259.621089206576	1	1	1	238.907558845169
Lpcat4	1	1	1	558.715039666975	1	1	392.767850607287
Lphn1	1	239.193222323849	1	437.807510858829	1	1	1
Lphn2	1	732.931167499788	1	1	1	1	1
Lpl	1	1	226.795928012048	1	1	1	64.1875892791525
Lrat	1	2792.49561954252	1	1	1	1	1
Lrit1	909.070440885077	1	1	1	1	1	1
Lrp8	1	1	1	1	3852.06874561727	1	1
Lrrc16a	1	1	1	1	867.106512676344	1	1
Lrrc25	1	1	530.252036180964	1	1	1	404.630795466433
Lrrc3	703.04326331407	1	1	1	1	1	1
Lrrc41	1	1	1	1	154.697443353872	1	1
Lrrk1	1	1	1	998.173353183592	171.354462528375	1	226.386899699032
Lrrk2	1	1	1	1	1	1	157.606182492986
Lst1	1	1	295.811726993815	1	1	1	384.07576035134
Lta	1	1	1	1	2173.99292882937	1	1
Ltb	1	1	1	304.073043097696	1	230.932299781129	1
Ly6i	1	1	1	1	446.244516100189	1	7505.1078852431
Lynx1	1	1	1	1	381.70396859064	1	1
Lyst	1	1	1	556.727316638218	153.317570043537	1	133.438357743687
Lyve1	1	1135.6500776726	1	1	1	1	1
Lyz1	1	1	118.709019495369	1	1	1	345.947759415384
Lyz2	1	1	117.380830906652	1	1	1	276.101943152659
Maf	1	872.055234705023	385.603970965192	1	1	1	1
Mafb	1	1	274.425910669475	1	1	1	159.784169103584
Magohb	1	1	1	1	1	1	212.695974080743
Malt1	1	1	1	1	1	586.408397218275	1
Man1a	20.5024760597956	1	1	1	1	442.274231188078	1
Man2a2	1	1	1	1	169.594423224771	1	1
Manea	1	1	1	1	1	781.698628659669	1
Mansc1	1	1277.52552129822	1	1	1	1	1
Maob	674.814530476684	1	1	1	1	1	1
Map3k14	1	1	1	1	1	1	243.215256801738
Mapk11	1	354.860797062211	1	1	1	1	1
Mapk12	1	525.936580474984	1	1	1	1	1
Mapk7	1	1	1	1	241.75658284941	1	1
Mapk8	1	1	1	1	135.00124431186	1	1
Marcksl1.ps4	876.393681885831	1	1	1	1	1	1
Marco	1	1357.24512558998	15210.0847478986	1	1	1	3799.02297754582
Mars	1	1	1	1	1	259.346133294369	1
Masp2	3411.10413631988	1	1	1	1	1	1
Mat1a	6061.74543180716	1	1	1	1	1	1
Mavs	31.492046923237	1	321.703325477499	1	1	1	1
Mbl1	3455.25911221855	1	1	1	1	1	1
Mbl2	4982.82163844218	1	222.499440964817	1	1	1	1
Mcam	1	328.697763541463	1	1	1	1	1
Mcm6	1	1	1	99.7145758589966	1	1	1
Mcoln1	1	1	1	1	133.226704601284	1	1
Mcoln2	1	1	1	1	1	1416.39539939523	1
Mctp1	1	1	1	1	1	1	337.400275726333
Mctp2	1	1	1	1	4830.11636812155	1	1
Mcts2	1	614.733588758122	1	1	1	1	1
Med13	1	1	1	1	1	196.677292254887	1
Med15	1	1	1	1	1	1	154.417677248189
Med16	1	1	1	1	346.03950787177	1	1
Med17	1	1	1	1	1	1	216.877370976094
Med25	1	1	1	1	1	122.859642750819	1
Meis1	1	307.030007526758	1	1	1	1	1
Meis2	1	1241.79766758358	1	1	1	1	1
Meis3	1	1	215.785166710525	1	1	1	1
Mertk	1	2644.05610552005	2034.12642896642	1	1	1	1
Mest	1	2178.8705390786	1	1	1	1	1
Metrn	1	1	1	225.092250510043	1	1	1
Mettl21d	1	1	1	243.045801359684	115.743781754723	1	1
Mfng	1	1	1	244.948748188601	54.1276589892438	1	1
Mfsd10	1	1	1	217.554538091743	1	1	60.1924153407479
Mfsd11	1	1	129.70071492723	1	1	1	1
Mgat4b	1	316.292030384967	1	1	1	1	1
Micall2	1	2257.27582182963	1247.02724670088	1	1	1	1
Mid1	1	1517.39168126137	651.346822797118	1	1	1	1
Mid2	1	892.282408303578	1	1	1	1	1
Mitf	1	1	251.66035826238	1	1	1	1
Mlkl	1	795.297116359928	717.744758780601	1	1	1	1
Mllt3	1	1	1	142.130511127528	1	1	1
Mlxipl	602.4378333416	1	1	1	1	1	1
Mmgt2	1	1	1	1	165.3475107754	1	1
Mmp11	1	1	1	1	1315.98173413649	1	1
Mmp27	1	1	2711.29142743986	1	1	1	1
Mmrn2	1	412.816359638968	1	1	1	1	1
Mnda	1	1	90.9129318594911	1	1	1	348.217151888443
Mob3c	1	1	1	1	132.933817108536	1	1
Mosc1	3857.38961030466	1	1	1	1	1	1
Mphosph6	1	1	1	1	1	214.34346125343	1
Mrap	1108.22492021598	1	1	1	1	1	1
Mrc1	1	2803.2762000884	1112.71717167889	1	1	1	117.377791882402
Mrpl16	1	1	1	1	1	177.66052138487	1
Mrpl44	1	1	1	137.946904289618	1	1	1
Mrpl49	1	1	1	1	1	130.00682217818	1
Mrps35	1	1	1	112.180764388265	1	1	1
Ms4a1	1	1	1	1	1	374.61035757398	1
Ms4a4b	1	1	1	874.8345486858	1	1	1
Ms4a4c	1	1	1	1	1	1	388.558436648402
Ms4a6c	1	1	116.298379079995	1	1	1	387.625829970504
Ms4a6d	1	1	251.96404891606	1	1	1	548.17324534423
Ms4a7	1	1	325.052849544045	1	1	1	439.974637625229
Ms4a8a	1	1	313.616439620364	1	1	1	1
Msh5	1	1	1	1	6518.71952219174	1	1
Msr1	1	2507.11825185782	6649.09776011171	1	1	1	963.958973501728
Msrb3	1	2043.29201633656	1	1	1	1	1
Mst1	1977.24111616805	1	1	1	1	1	1
Mthfd2	1	1	1	1	1	1	176.307823238198
Mthfsd	1	1	1	1	163.878520071079	1	1
Mtif3	1	1	1	1	1	725.963617993576	1
Mtm1	1	1	433.939320059442	1	1	1	1
Mtmr14	1	1	1	1	260.194336206138	1	135.597924400972
Mtmr4	1	1	1	1	1	1	167.646497465116
Mtss1l	1	656.940689330196	1	1	1	1	1
Mttp	2865.18237754555	1	1	1	1	1	1
Mug.ps1	1926.52521123806	1	1	1	1	1	1
Mug1	4040.75702969869	1	606.056395951549	1	1	1	425.003133791285
Mug2	2491.99663442181	1	1	1	1	1	1
Mup2	1104.48410316931	1	1	1	1	1	1
Muted	1	1	1	1	115.084412538819	1	1
Mx1	1	1	1	1	2009.0621351974	1	3362.93370755988
Mybphl	1	1	1	1	1898.20785644026	1	1
Mycl1	1	1	1	1	2169.6423403357	1	2982.58381177063
Myct1	1	465.349743802989	1	1	1	1	1
Myh13	1	1	1	1	3633.65391005999	1	1
Myo10	1	358.934451249185	1	1	1	1	1
Myo5a	1	1	1	1	1215.88433595323	240.357130943935	99.2454621384736
Myo7a	1	3441.35305021012	1084.41254665329	1	1	1	1
Myo9a	1	1	976.758976591244	1	115.489433460154	1	146.33094615954
Myst1	1	1	1	1	1	280.275916552103	1
N4bp2	1	1	1	1	1	892.779330040425	1
N4bp3	1	1	1	1	107.243995811923	1	1
Naa16	1	1	1	1	1	1	128.796093279309
Naa35	1	1	1	1	1	373.904924811079	1
Naaa	1	1	1	1	1	1	1135.52542627944
Nacc2	1	1	1	1	1	266.978075858698	1
Nags	1711.09200016275	1	1	1	1	1	1
Naip2	1	1	278.828791547089	1	1	1	756.3798414738
Naip5	1	1	997.095591156936	1	1	1	656.420036512343
Narfl	1	1	1	1	1	1	276.726987631901
Nbeal2	1	1	1	633.212316736528	1	1	93.5532896624694
Ncdn	1	1	1	1	172.45053680645	1	1
Nceh1	1	1	110.421368189353	1	1	1	1
Nckipsd	1	1201.22153817132	1	1	419.888587549665	1	1
Ncoa1	1	1	1	1	1	1	115.817025158108
Ncoa7	1	1	60.4500162268863	1	1	1	272.376311045565
Ncr1	1	1	1	4805.89785673908	1	1	1
Ndst2	1	1	203.163724317085	1	1	1	176.859822343011
Ndufs5	1	1	1	1	1	287.986978363798	199.697593341741
Necab1	1390.43001282855	1	1	1	1	1	1
Nek6	35.6899521258185	1	1	1	1548.48978095527	1	609.11226304246
Nek7	1	1	1	1	52.7143407089139	316.082352680765	1
Nek9	1	1	129.842464921494	1	1	1	1
Net1	1	1	1	1	125.641733239778	1	1
Nexn	1	486.923958113471	1	1	1	1	1
Nfam1	1	1	238.066015770942	1	1	1	512.239153389424
Nfil3	1	1	1	1	1	1	180.136207012563
Nfrkb	1	1	1	1	252.28574316232	1	1
Nfxl1	1	1	901.172656145222	1	1	1	1
Nfyc	1	1	1	1	1	186.334364578978	1
Ngfr	1	1719.31292529259	1	1	1	1	1
Ngly1	1	1	1	143.351760504014	1	1	1
Nkg7	1	1	1	1117.61371919033	1	1	1
Nlrc5	1	1	1	1197.41731850067	390.384520164223	1	343.864241631297
Nlrp12	523.065002216207	1	1	1	1	1	1
Nlrp3	1	1	402.720635393353	1	1	1	649.421465360602
Nlrp6	604.292004820808	1	1	1	1	1	1
Nme4	1	1	574.574188627501	1	1	1	1
Nostrin	1	613.066002970444	1	1	1	1	1
Notch2	1	1	1	1	1	1	179.043006974637
Notch4	1	644.838607635879	1	1	1	1	1
Nova2	1	1822.84081391062	1	1	1	1	1
Npl	1	1394.17150732391	1	1	1	1	1
Npr1	1	1173.22396556553	1	1	1	1	1
Nr0b2	2716.46635444667	1	1	1	1	1	1
Nr1h3	55.8995048360392	301.094638444904	4712.19974924462	1	1	1	446.050541168366
Nr1i2	2360.13923884478	1	1	1	1	1	1
Nr1i3	3439.73049350563	1	1	1	1	1	1
Nr2f1	1	1938.04763453416	1	1	1	1	1
Nr2f2	1	1005.77237913793	1	1	1	1	1
Nr5a2	699.518552191143	1	1	1	1	1	1
Nrn1	625.042558790604	1	1	1	1	1	1
Nrp2	1	359.487666648893	1	1	1	1	1
Nt5c3l	1	1	1	293.704633050096	1	1	1
Nt5dc1	1	1	1	218.659459434404	1	1	1
Nt5m	1	1	1	1	173.240310407956	1	1
Ntf3	1	769.89024480015	1	1	1	1	1
Ntpcr	1	1	323.784242475767	1	1	1	275.732638075422
Nucb2	1	1	59.2277874404871	1	395.438548589729	1	1
Nudt7	608.902988446753	1	1	1	1	1	1
Nup205	1	1	1	1	1	1	328.069196155301
Nup54	1	1	1	1	108.326342057825	1	1
Nxf1	1	1	1	1	248.940803169079	1	1
Nynrin	1	2940.32572646067	1	1	1	1	1
O3far1	1	1	1	1	1	1	3120.49485301752
Oas1a	1	1	465.216560500165	1	1	1	350.884486421121
Oas1g	1	1	5280.05078997321	1	1	1	1
Oas2	1	1	1339.99731654326	1	1	1	1
Oas3	1	1	710.579602867234	1	1	1	1482.38098319841
Oasl1	1	1	599.85987431127	1	1	1	1
Odf2	1	1	1	1	174.389294178525	1	1
Oit3	1	22502.4934828895	1	1	1885.06586808002	1	1
Olfm1	1	139.768973264937	1	1	1	1	390.32048319275
Oma1	1	1	289.378136173579	1	1	1	1
Onecut2	3421.96542202084	1	1	1	1	1	1
Oosp1	1	1	1	1	1	7385.23328055555	1
Orai2	1	1	1	250.954176216146	1	1	275.262920963746
Orm2	958.753139955402	1	1	1	1	1	1
Ormdl3	17.5714973804455	1	1	1	1	204.313897447446	1
Osbpl3	1	1	1	405.587970845637	1	1	1
Osbpl8	1	1	1	1	1	1	118.658219409927
Osgin1	915.568096858052	1	1	1	1	1	1
Otc	2774.58647987697	1	1	1	1	1	1
P2rx7	1	1	343.668284738026	2352.16001406229	1	1	212.29634781156
P2ry1	1	1796.70557391844	1	1	1	1	1
P2ry12	1	1	325.215150825745	1	146.600624040846	1	1
P2ry13	1	1	3367.4746291453	1	703.029185662528	1	1
P2ry14	1	1	1	1	5622.6570882928	1	1
P2ry6	1	1	740.554928400555	1	62.4846968156171	1	1409.80826030438
Pabpc4l	1	3442.14779731069	1	1	1	1	1
Pacsin1	1	1	1	1068.53229539868	8357.15834280321	1	1
Padi2	1	1	1	3632.49161388132	753.964123754216	1	980.873543499253
Pak1	1	1	224.624813680974	1	1	1	692.36810790261
Pan2	1	1	1	1	207.229152161072	1	1
Paox	57.952246927806	1	468.061073512945	1	1	1	1
Paqr4	1	452.422769334326	1	1	1	1	1
Paqr5	1	1	1	1	218.266701814055	1	1
Paqr9	912.069573574567	1	1703.82753530466	1	1	1	1
Pard3b	1	308.5772880925	1	1	1	1	1
Patl1	1	1	1	1	99.0037558572204	1	1
Pbld2	2477.93749750225	1	1	1	1	1	1
Pcdh12	1	9903.87975888155	1	1	1	1	1
Pcdh17	1	507.346374884847	1	1	1	1	1
Pcgf1	1	1	1	1	113.058614012916	1	1
Pcgf5	1	1	1	1	1	1	154.951592228168
Pck2	1	1	1	1	1	660.317562150753	1
Pcolce2	1	1	124.7813445568	1	1	1	1
Pcsk9	1451.95184772441	1	1	1	1	1	1
Pcyox1	28.3254911826575	1	181.454654805947	1	1	1	1
Pdcd1	1	1	1	3102.9690693983	1	1	1
Pdcd1lg2	1	1	1	2418.25678938552	1	1	1
Pdcl	1	1	1	1	53.048620715455	216.496278971437	1
Pde10a	1	2064.53878627555	1	1	1	1	1
Pde2a	1	647.359449843716	1	1	1	1	1
Pde3b	32.2970099393677	1	1	654.651596297815	1	1	1
Pde4a	1	1	1	1	734.826644366983	1	1
Pde7a	1	1	1	807.565631263396	86.9482826953571	1	1
Pdgfc	1	1	890.358304263073	1	1	1	1
Pdilt	634.08323066001	1	1	1	1	1	1
Pdk1	26.8207668974442	1	1	197.914795093501	1	1	1
Pdlim4	1	1	142.151483658755	1	1	1	1
Pdxp	1	1	1	1	1	1867.92378988459	1
Pdzd4	1	1	1	1	15163.2954770807	1	1
Peli2	1	1	1	1	158.568075568787	1	1
Pemt	4486.93646020615	1	1	1	1	1	1
Pf4	1	1	147.008227909122	1	1	1	1
Pfkfb3	1	1	1	1	1	1	193.003276749879
Pfkfb4	1	1	1	1	1	1	181.636280999785
Pfkl	1	1	1	1	1	107.829781923158	1
Pgam2	1	1	1	1	3152.37630603378	1	1
Pgap2	1	1	1	1	250.403063364825	1	1
Pgcp	1	1	132.893581805594	1	1	1	1
Pglyrp2	156.930643660284	1	1	2974.23462107049	1	1	1
Phactr4	1	1	1	1	153.882483270283	1	1
Phf11	1	1	868.37245497446	1	409.017719913144	1	6663.71641462658
Phf15	1	1	178.03798543953	1	1	1	1
Phgdh	1	1	1	122.646285538542	30.8319233734981	420.60687205047	1
Phldb2	1	336.920498633223	1	1	1	1	1
Pid1	40.654747371229	1	1	1	1	1	282.564339340322
Pigv	1	1	1	1	1	1	429.27766086122
Pik3c2b	1	726.492646545966	1	1	1	690.783135440224	1
Pik3c3	1	1	1	1	1	337.490218633145	1
Pik3cb	1	1	1	1	1	1	429.205404520467
Pik3cg	1	1	1	1	1	1	150.353248308678
Pik3r5	1	1	1	1	93.2554308850383	1	289.520548994964
Pikfyve	1	1	222.834235544745	1	1	1	1
Pilra	1	1	527.909392124474	1	1	1	205.100950943478
Pilrb1	1	1	1256.31138649442	1	1	1	717.173341920116
Pilrb2	1	1	829.546691695964	1	1	1	330.119083899961
Pim2	1	1	1	1143.31751179108	1	1319.36023591231	1
Pinx1	1	1	1	1	102.16718092851	1	1
Pion	1	1	206.510224272581	1	1	1	538.037316008447
Pir	17.4390974737844	1	1	1	184.539657088416	1	1
Pisd.ps1	1	1	1	1	398.436994155694	1237.21432513119	1
Pitpnb	1	1	1	1	1	149.921842799759	1
Pitpnm2	1	533.811599370096	1	1	1	1	1
Pklr	3405.17906808276	1	1	1	1	1	1
Pla2g12b	2218.00511694122	1	1	1	1	1	1
Pla2g15	1	1	852.305713934166	1	1	1	350.759292186928
Pla2g4a	1	1	446.460614926647	1	1	1	1
Pla2g7	1	1	273.979741207517	1	1	1	518.610559957429
Pla2r1	1	2332.30938825879	1	1	1	1	1
Plbd1	1	1	144.530998449778	1	1	1	684.689646202629
Plcb2	1	1	1	1	306.372402477717	1	535.244950064615
Plcxd2	1	1	1	1151.49388849671	1	1	1
Pld1	1	1	692.728169714194	1	1	1	1
Pld2	1	1	1	1	1	1	423.123747259908
Plekhg1	1	2544.50467320556	1	1	1	1	1
Plekhm1	1	1	364.882896209294	1	123.044545182788	1	1
Plekhm2	1	1	542.287838477263	1	1	1	1
Plekhm3	1	1	1	1	750.743121591065	1	230.908332507381
Plg	4960.34405896386	1	242.177351373989	1	139.274384154836	1	1
Plin5	1924.76101526443	1	1	1	1	1	1
Plod1	1	323.885466324895	388.535091140385	1	1	1	1
Plscr1	1	1	1	1	1	142.596747052844	1
Plxdc1	1	1	1	1	2028.75166500004	1	1
Plxnc1	1	5021.25374196856	1	1	1	1	351.730392592686
Plxnd1	1	1626.03675268044	1	1	1	1	1
Pm20d1	523.214687537175	1	1	1	1	1	1
Pmaip1	1	1	1	1	1	1	491.641745034875
Pnck	1	1	1	1	6151.73640622466	1	1
Pnp2	1	483.061590339655	1	1	1	1	1
Pnpo	30.5833465928808	1	1	1	1	418.764520623952	1
Podnl1	1	1	1	10069.041847091	1	1	1
Pola2	1	293.222482737117	1	1	1	1	1
Pold1	1	1	1	1	86.7962810884473	462.503450189745	1
Polr1a	1	1	1	1	1	1	255.283786205788
Polr3h	1	1	1	1	85.7391832625789	472.566495805799	1
Pon3	30.9587590321093	1	1	1	1	1603.31400823304	1
Pot1b	1	1	1	1	1	1	1633.95186534976
Pou2af1	1	1	1	1	1	913.086355067462	1
Pou2f1	1	1	1	1	1	221.753127715176	1
Ppap2a	1	1140.11345203561	1	1	1	1	1
Ppap2b	1	281.991695769092	1	1	1	1	1
Ppapdc1b	1	1	1	1	1	340.766394009456	1
Ppcdc	1	1	1	1	1	396.199868912597	1
Ppfia1	1	1	1	1	1	199.149323343247	1
Ppfia4	1	1	147.98861195032	1	1653.19385297069	1	1084.20988173382
Ppfibp2	1	1	1	1	1	1235.56041332337	1
Pphln1	1	1	1	1	1	1	117.314688794917
Ppip5k2	1	1	1	1	175.086639962997	1	1
Ppm1e	1	1	1	1	3160.95009760364	1	1
Ppm1j	1	1	1	4129.00209698409	1	1	1
Ppm1k	75.4900779778548	1	1	1	1	657.814398168562	1
Ppp1r3b	848.10312558134	1	1	1	1	1	1
Ppp1r3g	1873.19687791854	1	1	1	1	1	1
Ppp1r8	1	1	1	156.576473218988	1	1	1
Ppp1r9a	1	1	541.93560096559	1	1	1	1
Ppp3cc	1	1	1	429.620032976421	1	327.471068239061	1
Pqlc2	1	1	1	1	310.133441544161	1	247.247435472038
Pram1	1	1	213.218310299866	1	1	1	1
Prdm1	1	1	1	495.414184215525	1	3483.8170410538	1
Prelid2	1	326.840251731606	1	1	1	1	1
Prep	1	1	1	1	1	1	165.430811015211
Prex2	1	320.649886899833	1	1	1	1	1
Prg2	1	1	1	1	1	12254.7131116922	1
Prickle1	1	1497.98301801409	1	1	1	1	1
Prkca	1	1	1	106.764182473116	400.882693482343	1	1
Prkce	1	500.646504312177	1	1	1	1	1
Prkcq	1	1	1	1124.6089112329	1	1	1
Prkra	1	1	1	1	1	1	142.576959243858
Prkx	1	1	1	1	1	1	165.896167273029
Proc	1432.65500060765	1	260.819295651529	1	1	1	1
Prodh2	1005.93901205949	1	1	1	1	1	1
Proz	2695.70395215549	1	1	1	1	1	1
Prps1l3	1	1	1	142.106953866071	1	1	1
Prpsap2	1	1	178.638509374224	1	84.1909825541132	1	1
Prr14	1	1	1	1	1	198.806195338094	1
Prr5	1	1	1	1	317.117460154592	433.693537257879	1
Prr5l	1	965.558990181009	1	1	1	1	803.591687189403
Prrg1	1	1199.31409911981	1	1	1	1	1
Prss30	1	1	1	1	1175.62850594959	1	1
Prune2	1	1	517.470889879545	1	1	1	1
Psd3	1	658.230567910183	1	1	1	1	1
Psd4	1	1	1	477.746558011014	1	1	125.210620012054
Psmd5	1	1	1	126.125509604866	1	1	1
Ptcd2	1	1	1	1	1	1	153.366729561946
Ptger2	1	1	1228.2978252905	1	1	1	1
Ptger4	1	1	1	378.327863174673	1	1	1
Ptgs1	1	481.356698319479	1080.31816324648	1	1	1	1
Ptk2	1	283.685761596594	1	1	1	1	1
Ptpn2	1	1	1	95.7172773235928	1	1	1
Ptpn4	1	1	1	1	1	4403.77127155389	1
Ptpn7	1	1	1	305.854340903415	1	1	1
Ptprb	1	925.916084499695	1	1	1	1	1
Ptprj	1	1	467.718894191618	1	65.2587694534741	1	156.453783882765
Ptprm	1	209.087207882254	205.375984829289	1	1	1	1
Ptpro	1	1	1	1	1	1	837.672237596749
Ptprs	1	1	1	1	330.182353302771	1	1
Pvrl2	1	277.263050520161	1	1	1	1	1
Pxdn	1	1276.73827685886	1	1	1	1	1
Pxk	1	67.5749639086392	1	1	1	258.081855682442	1
Pydc3	1	1	124.30868451674	592.154120789115	1	1	134.366301606922
Pydc4	1	1	522.570845003894	1215.12168100265	1	1	1
Pygb	1	1	147.632569408446	1	1	1	1
Pygo2	1	1	1	1	1	1	146.232239395099
Qpct	1	1	1	1	1	1	163.291030561315
Qprt	839.322725128461	1	1	1	1	1	1
Rab19	1	1	1	1471.52405689671	1	1	1
Rab21	1	1	1	1	183.038185748344	1	1
Rab22a	1	1	1	1	1	126.799769919835	1
Rab27a	1	1	1	175.417640973079	1	1	1
Rab30	1	1	1	1	1	1666.40051965218	1
Rab32	1	1	658.227870265852	1	1	1	369.913498154673
Rab33b	1	1	1	1	531.964064334639	1	1
Rab37	1	1	1	1249.81632023661	1	1	1
Rab39	1	1	2809.67055366839	1	1	1	732.023564740341
Rab3b	1	5729.18407933068	1	1	1	1	1
Rab43	1	1	127.574916672544	1	1	1	363.709286475622
Rab6b	1	1	1	1	130.802312272512	1	1
Rabep2	1	1	1	1	1	219.988484019557	1
Rabepk	1	1	1	253.438586540869	1	1	1
Rabl2	1	1	1	1	691.780405683095	1	1
Rabl5	1	1	91.9928207432164	1	1	1	1
Rac3	1	1	331.43719557153	1	1	1	1
Rad50	1	1	1	1	1	282.626148844007	1
Rad51l1	290.956122390285	1	1	1	964.901709437543	1	1
Rad52	1	1	1	1	151.220141152604	1	1
Rad54l2	1	1	1	1	227.594230779997	1	1
Rad9	1	1	1	1	1	752.445923244268	1
Ralgapa2	1	1937.07086433961	1	1	1	1	1
Ralgps2	1	1	1	1	1	536.190611417941	1
Rap1gap2	1	1	1	1	1	1	166.256546926186
Rapgef5	1	1133.73278388296	1	1	1	1	1
Raph1	26.6499262760675	574.101788690453	1	1	1	1	1
Rara	1	1	1	1	1	1	148.577385272126
Rarb	1	5345.3534221398	1	1	1	1	1
Rasa4	1	1	300.227136823735	1	1	1	787.395764687902
Rasal2	1	1223.66867662485	1	1	1	1	1
Rasal3	1	1	1	623.636684168314	161.164234366298	159.064411370196	1
Rasgef1b	1	1	727.679538844831	1	1	1	592.03528955121
